review_id,title,author,author_url,version,rating,review,vote_count
5010403015,Good app but can’t upload PDF,AngryBird123444,https://itunes.apple.com/au/reviews/id493732786,5.3.7,2,It’s a good app when writing notes but I can’t upload my annotated files onto Trello as PDF or image which is frustrating it creates the card with the given name but doesn’t upload the file,0
5009428039,Great app in general but it can be improved,sagwa_mogo,https://itunes.apple.com/au/reviews/id199361325,5.3.7,4,"Can you please make it easier to draw shapes. It's annoying to have to keep re-drawing to make a simple rectangle for example. If you could add the option if editing shape sizes horizontally and vertically, that would be helpful.",0
5009185680,A great productivity app,Chris Long 903,https://itunes.apple.com/au/reviews/id230516924,5.3.7,5,"I use this app all day, every day. All my meeting notes over the last few years have been written with GoodNotes. The notes are backed up all the time. When I got a new device, they were all there on the new device. 

I can use the search to find notes from months or years back. I can effectively carry around years worth of notes without the need to carry a stack of heavy notebooks.

I definitely recommend this app to everyone who needs to write handwritten notes.",0
5005863261,It’s amazing for professionals!,Dui2705,https://itunes.apple.com/au/reviews/id203462385,5.3.7,5,"I love this app, it does nearly everything I need as a professional working in an office.",0
5000292885,Almost perfect,flam404,https://itunes.apple.com/au/reviews/id180563776,5.3.7,5,Perfect for design marker sketches. Color-wheel could be more accessible.,0
4995921572,Add some outline structures please!,rongpingtang,https://itunes.apple.com/au/reviews/id1060419893,5.3.7,5,"Its a great app for uni study and note taking. In addition to folders structure, adding some simple outline structures such as a chapter/ sections/pages structure within a notebook will make this app perfect.",0
4968859573,Pretty Good Upgrade,squidlips08,https://itunes.apple.com/au/reviews/id255254412,5.3.6,3,"I use this every day as my notebook at work. 
There is no longer support for connecting to one drive - but this doesn’t really matter as there is drag and drop which works easily.
The new folder system is something I always thought GoodNotes 4 needed.
I can be taking a note or drawing a diagram in my daily notebook and can easily drag a single page and drop it into other apps (mainly One Drive and PDF Expert)
One thing that appears missing.....AUTOMATIC BACKUP!!
Where has it gone, can you bring it back, the is only Backup Now.

**EDIT**
Coming from using GoodNotes 4, there is definitely some items lacking, where is the pen size slider in the customisable colour, its gone, the autobackup is gone, the eraser sometimes does not fully erase or an erased line rerappears.
And i think the palm rejection is not as rock solid as the previous version. I have both versions running side by side to compare. Though it definitely is much more polished than the previous version. Just not sure why these features have gone missing.

**EDIT**
When is AUTO BACKUP being reinstated. I am kicking myself...had an iPAD crash had to reset and lost a month or so   of notes. My bad!!! GoodNotes 4 had it.
Still a good app.

**EDIT**
AUTO BACKUP to OneDrive please!!!!
Keep getting an error with iCloud",0
4958207774,Don’t waste your $$,mw1@,https://itunes.apple.com/au/reviews/id947004624,5.3.6,1,"A total and complete step backwards from version 4.
Downloading documents fails every time, exporting documents is no where near as user friendly and practical as version 4.",0
4949422507,Nattacha.pun,Nattacha.pun,https://itunes.apple.com/au/reviews/id192571638,5.3.4,5,Good app,0
4934650402,We need sync to google drive/ one drive please!!,Nitro311,https://itunes.apple.com/au/reviews/id281787160,5.3.3,3,We need sync to google drive/ one drive please!!,0
4929993774,Good but not Great,3rdMoment,https://itunes.apple.com/au/reviews/id487994265,5.3.3,3,"It works surprisingly well, until it misses a step.

1. Annotating a pdf, and you copy and paste a quote but it’s taken a picture of the text so I need to retype it. doh.

2. Drawing a basic diagram, there are no “snap” points for things like circles - it looks annoyingly wonky to have a perfect circle and perfectly straight lines, but not pass through the centre - it’s something that does look wrong with wonky hand drawn circles and wobbly lines, but does with perfect shapes.

3. The connection between creating notes and writing reports is missing.
It’s good for scribbling lecture notes in class, but not so much for taking the lab notes because they need to end up in a report.",0
4923147691,Lack in Text Editability,Antoinne Snowfluff vonMeray,https://itunes.apple.com/au/reviews/id649537207,5.3.3,3,"GoodNotes is really only for handwritten notes. I tried to incorporate some text into my handwritten notes and it truly wasn’t a satisfying experience because they didn’t have the most basic features for text such as bullets points, spacing, etc.  It’s also just hard to edit them in general. Click sensor for text is not smooth and cumbersome to move them around and scale it differently.",0
4921143963,"Apple pen sometimes doesn’t work, can’t write",sasa9896,https://itunes.apple.com/au/reviews/id892995869,5.3.3,4,"When writing too much in one slides, the apple pen in that ppt will suddenly doesn’t work, but writing in other ppt works, only that file, it need to shut everything down, open again then it will works, happened 4times in one week, really annoying especially when writing some important notes. Others are really good.",0
4921008144,Best I’ve come across,BrioPack,https://itunes.apple.com/au/reviews/id24722925,5.3.3,5,The development team has been more active in the last year and have been releasing lots of improvements.,0
4916937638,Essential note taking tool for your IPad,Shgeyudyhgf,https://itunes.apple.com/au/reviews/id345977062,5.3.3,5,Brilliant functionality-essential work tool for taking notes and very easy to use with intuitive tools.,0
4916735729,전반적으로 좋습니다 하지만 :::::::,chefbong,https://itunes.apple.com/au/reviews/id908983523,5.3.3,4,사진이 들어있거나 파일이 커지면 파일이 늦게 켜집니다.,0
4916241034,Almost perfect,manz411,https://itunes.apple.com/au/reviews/id158846080,5.3.3,4,"This is a great app but missing some features like ruler, auto backup not as a zip file but as PDF files so that they can be quickly shared as a whole rather than individual.",0
4915646332,Getting there,Rebuking donkey,https://itunes.apple.com/au/reviews/id269969459,5.3.3,3,"The app is super great. 
The only reason I give it 3 star is because there are some key functions we are still waiting for which are taking some time. But it’s worth it.",0
4915568988,Split screen at last!,Zunica,https://itunes.apple.com/au/reviews/id20632483,5.3.3,5,"I’ve used this app for years in many iterations for my hand written notes for education, for meal planning, for travel planning, for annotating documents and other random uses.
Now that they have (finally) introduced split screen so I can view two GoodNotes documents or even two seperate pages in a good notes document I am finally writing a review because this app is pretty much perfect. 
Other faves of mine include the quick switch in colours and the lasso tool.
Can’t even think of any negatives, this app is fantastic.",0
4908102159,Great but needs a couple of features,1234567803847463;7373737373539,https://itunes.apple.com/au/reviews/id469264506,5.3.3,5,"Really need to fix the colour of highlighters when using a black page
And do the same as apple notes where the page swaps between light and dark instead of having to choose it from the start (or at least make it an option) 
Other than that best app literally use it for everything would recommend",0
