review_id,title,author,author_url,version,rating,review,vote_count
5028657886,笔记转换,可不可以支持手写导图,https://itunes.apple.com/cn/reviews/id944580026,5.3.7,4,什么时候可以支持手写笔记转换为电子格式，即手写体转换为打印体,0
5028610766,对学习很有帮助,χγσκδφπδηπδι,https://itunes.apple.com/cn/reviews/id482273687,5.3.7,5,不知道是否能支持djvu格式的文件,0
5028252618,希望可以有App内的分屏功能,ohhhPony,https://itunes.apple.com/cn/reviews/id979254023,5.3.7,5,有时候需要几个文件比对，如果能够同时打开至少两个文件，左右分屏放置就好了。,0
5027934464,完善功能,我的iPad2020,https://itunes.apple.com/cn/reviews/id1063659159,5.3.7,5,"建议完善能够在放大页面下也能框选，这样方便修改颜色。
建议完善能够像ppt那样的跳转链接。
已经很完美了。",0
5023314175,希望的改进,寂寞与终焉,https://itunes.apple.com/cn/reviews/id1010941281,5.3.7,5,"1、希望能有 深色的 纸张颜色选项
2、输入文本框修改文字颜色似乎有bug，黑色>红色>黑色，最后黑色就改不回来了，希望尽快解决
3、希望移除或者调整 手指滑动页面视角 的纸张滑移效果，很没必要而且等待纸张不移动的时候不能写字，很闹心（不知道其他小伙伴有没有这种体会）

望越来越好！！",0
5022955568,好评,dujsneydhs,https://itunes.apple.com/cn/reviews/id802997997,5.3.7,5,作为一个笔记软件，目前简直是完美,0
5021931032,好好好好,郑艺Hattce,https://itunes.apple.com/cn/reviews/id1085625077,5.3.7,5,就是太占内存，64G版本表示压力好大^_^,0
5021092941,存在的问题,giraffect,https://itunes.apple.com/cn/reviews/id516554086,5.3.7,3,5的书写 擦除上容易出现卡顿的情况 而且荧光笔会出现不显的情况 希望有所改进,0
5020845689,GoodNotes5的WiFi传输去哪了？,hzHiBoy,https://itunes.apple.com/cn/reviews/id543313514,5.3.7,2,GoodNotes5的WiFi传输功能去哪了？找不到了，每次都要上传至GoodNotes4后再导入到GoodNotes5中，太麻烦了😭😭😭😭😭😭😭😭😭😭😭😭😭,0
5020808520,Pencil 用着一堆bug 能不能尽快修复啊,gomnitrix,https://itunes.apple.com/cn/reviews/id1037008197,5.3.7,3,"最近用的时候遇到一堆bug 都得重启才好 还很频繁 体验极差
1 笔会突然失灵写不了字 但是用笔点按钮什么的都是可以的就是写不了字
2 也是写不了字但是我发现是落笔的一瞬间会自动切成橡皮抬笔就又切回笔了 然后就疯狂鬼畜
还有一些别的记不太住 都是很影响体验的bug 更新也没见好 以前4用着很好。。希望快点修复 糟心",0
