review_id,title,author,author_url,version,rating,review,vote_count
5016736009,New version fulfilled my needs,dr.asif071,https://itunes.apple.com/in/reviews/id969939494,5.3.7,5,Was wanting to have multi window support to view two documents side by side finally it has been addressed..,0
5015096654,Best note taking app,RoyVijayCas,https://itunes.apple.com/in/reviews/id1087715732,5.3.7,5,"I was confused between notability and GoodNotes, for teaching purpose this app is really nice. Presentation mode is bonus.",0
5000330728,Feature requests & issues,Hemanth Kumar T,https://itunes.apple.com/in/reviews/id1080438880,5.3.7,4,"Navigation in large documents is still a problem. 
Give option to go to a specific page with page numbers. 
Also on the top bar just like undo/redo give option to go to previous/next page visited.

Improve algorithms to reduce the size of exported documents. This is a must have and would be a big advantage over other competitors.

Ability to pan lasso tool over to the next page especially when you have content at the bottom of the first page & continued over to the next page.

Independent colour selection for normal pen and shape tool pen.",0
4998301013,Better than many apps but.....,UTKARSHSINGHINBOX,https://itunes.apple.com/in/reviews/id956075054,5.3.7,4,This app is so much better than other apps but without google drive sync feature still lags behind other top apps,0
4996323647,Just add voice recording and notability can suck it!,arsim10,https://itunes.apple.com/in/reviews/id1083248013,5.3.7,4,"Other than that the app is fantastic, a must have app if you have a apple pencil.",0
4990078486,"Need PAGE TITLES, and better DATE MANAGEMENT",JN oO,https://itunes.apple.com/in/reviews/id1085171367,5.3.6,3,"only date option here is last modified date. Need date of creation options to keep track of the date I took the note. 

Finding notes inside a notebook is easy, but unless I remember exactly what I want I can’t use the search (it’s inconvenient to use the search option to find the title of a topic).
GoodNotes does present the overview of pages but it’s not effective, PAGE TITLES would be very effective there.",0
4986044702,Best app,kundansparta,https://itunes.apple.com/in/reviews/id1089241252,5.3.6,4,Best app for making notes,0
4978310354,Needs upgradation,the_penguin664,https://itunes.apple.com/in/reviews/id1084062308,5.3.6,5,"The dark mode really needs to be upgraded just look at OneNote dark mode it’s so awesome you guys just changed the panel and interface to dark but they changed the entire pages as well also this app is not at all good for PDF reading or annotating
The highlighter or the pen stops working often while reading pdf. Seriously not worth the money",0
4972822537,Bugs,doctor gaurav thakur,https://itunes.apple.com/in/reviews/id1059686136,5.3.6,3,Bugs when i choose highlighter with apple pencil and i wanat to get back to writing with pen on app.fix please.,0
4972417158,lag in writing,@sud1997,https://itunes.apple.com/in/reviews/id700020698,5.3.6,3,"sometimes lag is noticed , sometimes pen stops working while highlighter remains working",0
4964271911,Upgradation suggestion,vishal370,https://itunes.apple.com/in/reviews/id502875325,5.3.6,5,"1) Sync is available on i cloud only. 
Option should be provided to sync on other accounts. 

2) linking of notes from one page of one note book/pdf to other page other page of other note book /pdf.",0
4961718620,Everything good except .........,IBDP - Y2,https://itunes.apple.com/in/reviews/id1087496496,5.3.6,4,"This is the best 📝 taking app . The only feature that it is missing is the ability to rotate imported images or even lasso selected parts of my notes
. Please add those features as soon as possible as it is really hurting my productivity while using this. This may seem a small issue at first but as soon as you using it as your daily note taking app the issues seems to be a major cause of irritation at certain points of time. Please please please! My lovely developers get this feature added.☺️",0
4961662664,It’s not downloading,Ani-Priyadarshi,https://itunes.apple.com/in/reviews/id500425576,5.3.6,3,Hey Goodnotes! It’s bad experience of the app to start with! I purchased and tried downloading that in my iPad Pro 11inch. It’s not downloading or installing even after trying many times! That’s not what I expected for sure! Please see why I’m facing such an issue!,0
4957621243,Better than notability,raj naaam toh sunahi hoga,https://itunes.apple.com/in/reviews/id997723435,5.3.4,5,It has most of shortcuts. Only it have to add recording feature as soon as possible.,0
4953600917,Eh,Blamedthelag,https://itunes.apple.com/in/reviews/id698636260,5.3.6,3,T his is an okay app that I bought because people at my school use it. It was fine but my writing is disappearing on its own when I write the next lines. It’s realty annoying. I use an iPad Pro and an Apple Pencil 2. Please fix.,0
4945032837,Glitchy on the iPhone,Sj1012,https://itunes.apple.com/in/reviews/id105568266,5.3.3,2,"It works fairly okay on the iPad with the text recognition being okay however the problem is when you write the writing space finishes on the iPad but that doesn’t mean on the paper also it is over when you convert to text it takes separate lines then the original writing .

It is very glitchy in sync or writing on iPhone even if you want to type a text full page it has this irritating text box following where you type which should not be the case as iPhone doesn’t allow use of Apple Pencil so the only way to type in is keyboard which is very buggy",0
4944266084,Excellent app for taking notes,mayanksha,https://itunes.apple.com/in/reviews/id1086018366,5.3.3,5,GoodNotes is simply the best app for note-taking. I’m absolutely loving it!,0
4935532679,Good,RajeevV.G,https://itunes.apple.com/in/reviews/id546299944,5.3.3,4,Very good and highly productive application,0
