review_id,title,author,author_url,version,rating,review,vote_count
5016693553,Missing Crucial Features,Sunny해,https://itunes.apple.com/us/reviews/id532346922,5.3.7,2,"Missing Features Present in Older Version:
- Zoom window shortcuts
- Automatic Google Drive backup

What I miss from GoodNotes4 are:
- Quicker menu system (drop down list; no flashy transitions/animations when moving between folders)
- Smaller file sizes on Cloud. I moved files to GoodNotes5 and once they synced to Apple Cloud, these files took more space on Cloud than they did while on GoodNotes4.. it’s strange.

What I do like about GoodNotes5:
+ Dark mode
+ Ability to bring up multiple notebooks at a time",0
5016515381,PowerPoint presenter notes,Ryan Padilla,https://itunes.apple.com/us/reviews/id303681667,5.3.7,1,"I love this app, but I’m being forced to use keynote since I can’t open the presenter notes in this app for slides. If you could please add that feature in, it would be amazing. 
The side scroller doesn’t work so it’s really annoying. There needs to be a better way to type so that it actually stays in the lines, just adding a text box isn’t enough for when I’m taking notes in class.",0
5016042453,Still no upload to One Drive,Olney65,https://itunes.apple.com/us/reviews/id461825605,5.3.7,1,This is a step backwards from GN4,0
5015876232,Good app... if it worked,RocGirl72,https://itunes.apple.com/us/reviews/id226862466,5.3.7,1,"I’m a new user of Good Notes. When I first downloaded it, about 2 weeks ago, it worked great. Since the latest iPad update, it crashes continually. The most recent GN update hasn’t fixed it. I’ll be switching to Zoom Notes, if it isn’t corrected/fixed soon.",0
5014004568,"Issues with Links,  no way to contact Support",Sunshine78,https://itunes.apple.com/us/reviews/id40520079,5.3.7,1,"My links will work.  But after clicking them a few times, they stop and it just goes to full screen.    I have searched all support articles,  I have downloaded Goodnotes 4 to see if its a goodnotes 5 issue.   I am having the same issues across both.    What am I doing wrong?   Can someone please help?   I would love to rate this as 5 star but my frustration level is at a 1.  

How do I contact Support for help?",0
5011745110,Poor Customer Service “Capta” Garbage & Poor Ability to Convert to Text,Loathes Advertising,https://itunes.apple.com/us/reviews/id184125643,5.3.7,1,"DO NOT BUY APP

I obtained this app to convert handwritten notes into text for my case notes.  I expected to be able to do that efficiently, ie an entire document at a time.  The “lasso” is too cumbersome. 

I tried repeatedly to contact “Support,” but all contact is refused without “Capta” which is NOT visible on iPad or iPhone. I expect easy responsive “Support” contact, not calculated intentional impediments.  How do I obtain a refund?

My question:  “Is there a single button, selection etc to convert an entire document at one time?”  If not, I would not have bought the app.

Unless and until these impediments are corrected, DO NOT BUY APP!",0
5009257525,Go to App,MusicOldies,https://itunes.apple.com/us/reviews/id463351903,5.3.7,5,"This app is what I use more than any other app. The flexibility it allows for note taking is fantastic! Not only do I use it daily for random miscellaneous notes and jotting down reminders but also for rapid drafting up of project (furniture, etc) plans, as well as taking notes in class. Truly a great product!",0
5009035120,Undo and redo,Seboyet,https://itunes.apple.com/us/reviews/id548180291,5.3.7,5,It would be good to have the undo and redo buttons appear on the zoomed in interface like goodnotes 4,0
5008908790,Glitch when changing page backround,ay.itz.brandon,https://itunes.apple.com/us/reviews/id729411749,5.3.7,2,I ave been using good notes for about A month now and I love it except today I found A really detrimental glitch that deleted a good amount of my   Notes. I was changing the page backround from wide ruled to blank and it shifted all my words down about a quarter of the way. Well the bottom most part of the page was pushed out of the page and now the words I had there are now gone and I thought I could go back and fix it after I changed all my pages to blank backround. Well I came Back to the first page and there is no way to get back those words so now each page is just missing a quarter of my notes and I needed those to study for my classes. This is extremely saddening to see my stuff just disappear. A,0
5008875460,App keeps crashing,armygreenmama,https://itunes.apple.com/us/reviews/id101780255,5.3.7,1,This was working great but now I kind of want my money back.  It’s been crashing and freezing and not letting me import files.,0
5007892795,Favoritenkte app,sssamanthaaaa,https://itunes.apple.com/us/reviews/id1073312287,5.3.7,5,I do wish you could insert extra space like on one note but this is easier to organize!!!,0
5007874342,so far so good,Angry user 18600,https://itunes.apple.com/us/reviews/id463164897,5.3.7,5,"i use this app for my notes and studying pdfs and ebooks and it’s great and easy to use....

i just have a few suggestions:
- let the user choose which document should be upload to icloud... 
i really don’t want to lose data and icloud storage for uploading large pdfs and ebooks...
- add voice recording option
- bring back the good features of good notes 4 (color change option in writing mode for example)
- add change writing to text option
- add more languages to recognize (maybe Persian)",0
5007705560,"After recent update, application freezes constantly and lags a lot",AndKatSlo,https://itunes.apple.com/us/reviews/id1030470455,5.3.7,3,"Using it on a new iPad Pro, so I really shouldn’t be having these issues.",0
5007657256,Disappointing,A guy syncing phones,https://itunes.apple.com/us/reviews/id197409444,5.3.7,2,"There are two major dysfunctions in goodnotes 5. It cannot create decent shapes from drawings and has no ability to add a shape that is well drawn. It has a bug that causes the iPad to be unable to focus the camera when adding photos directly. 

I enjoyed goodnotes 4, this feels like a bug-ridden step backward.",0
5007588040,Appreciate the ability to convert written scripts to text,CARCONWILMOR,https://itunes.apple.com/us/reviews/id603587759,5.3.7,4,"I have recently had a stroke and since typing is a frustrating impossibility at this time I had hoped my Apple Pencil could enable me to efficiently express my written thoughts.  As far as I can tell, good notes is the only app with this feature.  I appreciate it, but wish it could be a little more seamless- where maybe a “conversion text box” could just do it automatically, instead of going through the write-lasso-convert-copy-paste sequence.  To that matter, I wish the Apple pages supported this ability, but since they don’t I’m thankful for good notes!",0
5006808584,Good App,KheiliDosetDaram1,https://itunes.apple.com/us/reviews/id545022193,5.3.7,5,"It’s absolutely practical App. The only thing that would be great if be added to it is that not support pencil rather than Apple Pencil while some one may has another pencil like iPens ... so please try to support this type of pencil in the next updates , it would be great 
Thanks",0
5006628899,"Add ruler, compass",rahulhaque,https://itunes.apple.com/us/reviews/id517846741,5.3.7,4,"This fantastic app comes short with the missing ruler feature. Of course there are shape and straight line tools which is awesome. But as a student, whenever I am doing math and need to divide a line into multiple points of centimetres with x and y axis, I have no other way available than the straight line tool and assume the points in the line. It would be nice to have a tool like ruler or anything else that satisfies the need.",0
5004867212,"great note taking app, but many broken functions",Alberth1,https://itunes.apple.com/us/reviews/id153753012,5.3.7,2,"i love love love Goodnotes 4 so it made sense to upgrade to goodnotes 5.  the note taking park works great but exporting ur notes is a big issue.  not only do images come out blurry, the printing option also prints it weird.  in the old version, u can print to fit.  this is missing in goodnotes 5.  i’d avoid this version.  

try to ask about these missing functions but support doesn’t seem to respond on twitter or facebook.  no email to ask questions... at least i haven’t found their email yet.",0
5004109168,Have to restart constantly,slowen719,https://itunes.apple.com/us/reviews/id87474160,5.3.7,2,"I keep having to restart the app because functions will just stop working. Restarting is the only way I’ve found to get them back (i.e. hyperlinks don’t work, pen doesn’t write anything).",0
5003958499,Love your app but....,Caddisbug1994,https://itunes.apple.com/us/reviews/id40221554,5.3.7,3,"Small thing, but I like my pages labeled with a typed headline so I can see it easily... but all notes are handwritten; i find needing to place my type box every time to add a headline annoying. Wish you could press a button and have pre-defined type in consistently the same positon for a page label and just type it and move on. Like press a button called “headline” and it just automates that.  Small but it makes so annoyed ai often leave your app for other apps. Can you consider adding this?",0
5003928323,Absolutely the best....,mylancaster,https://itunes.apple.com/us/reviews/id116772350,5.3.7,5,"App I’ve used for note taking!  I use this for my Bible Study handouts which are distributed via pdf.  GoodNotes allows me to hand write on the lines of the pages, make notes, highlight, include pictures and insert blank pages, bookmarks for quick access to chapters within larger docs, and more.  I will recommend this app to the other students in my class as well as high school and college students.",0
5003895886,So disappointed,bcterp2,https://itunes.apple.com/us/reviews/id18902681,5.3.7,1,I had read raves about GoodNotes 5 so I bought it. It worked beautifully in the beginning. All of a sudden it has started crashing constantly and the hyperlinks don’t work any more. I have read GoodNotes blames the Apple update and Apple blames the GoodNotes software. All I know is I am stuck between the two with an app that is basically worthless to me. I am so very disappointed.,0
5003840309,Excellent App continues to improve,super unhappy 643,https://itunes.apple.com/us/reviews/id289863769,5.3.7,5,Really Excellent app. Please continue to improve. (Write to text) etc. please add auto backup,0
5003506591,Amazing,sosaberry45,https://itunes.apple.com/us/reviews/id985104642,5.3.7,2,I don’t know why but GoodNotes has had a lot of issues lately I really hope they fix it.,0
5003449724,"Amazing app, just wish 2 things...",gamechomper,https://itunes.apple.com/us/reviews/id454122986,5.3.7,4,I wish that Good notes 5 would incorporate more colors and themes/backgrounds for documents.,0
5003095289,Disappointing “upgrade”,Rob P Neu,https://itunes.apple.com/us/reviews/id417226427,5.3.7,1,"I’ve used a GoodNotes 4 for years now and was excited for a new version with features that I’d been voting for for some time. What I didn’t expect was the app to become significantly slower, buggier, and lacking many features that were present in version 4.",0
5003065460,Great Production Tool,Soju Warrior,https://itunes.apple.com/us/reviews/id40312354,5.3.7,5,"I build custom homes in Florida and use this app everyday for scheduling, blueprints, & coordinating the build with subcontractors and customers. It’s a powerful tool and continue to find uses for it. I highly recommend it.",0
5003004354,Why this problem keep happening,markw2282937,https://itunes.apple.com/us/reviews/id1039112532,5.3.7,1,"Again, I can’t import any pdf into GoodNotes. It’s really frustrating especially when you keep everything in app",0
5002972506,Read it,nerf builder base witches,https://itunes.apple.com/us/reviews/id666275927,5.3.7,5,Best writing app ever...,0
5002627017,Too many bugs,hdhekjebfhshdggh,https://itunes.apple.com/us/reviews/id25259818,5.3.7,2,"I recently bought a planner and the hyperlinks didn’t work. When I got them to work, the writing capabilities didn’t. It went on and on until the app developers said they’ve had this problem with other clients and advised me to use Noteshelf2. Seriously I just spent money on GoodNotes and now I have  to spend more? Please fix your bugs so I don’t have to waste my hard-earned money.  Would Appreciate this sooooo much.",0
5002460297,Overheating and major glitches,jk5113,https://itunes.apple.com/us/reviews/id1090864649,5.3.7,1,This is causing my iPad to dangerously overheat and it so glitchy! Such a waste of $7.99,0
5002403893,Fantastic,Twillis777,https://itunes.apple.com/us/reviews/id195489210,5.3.7,5,This note taking app is the best.  Im done looking.,0
5002227978,Kicks Butt!,ugh cant think of a nickname,https://itunes.apple.com/us/reviews/id742282699,5.3.7,5,Love the app.  Well worth the money.,0
5001907602,Good Update but still lacking,What a mess!,https://itunes.apple.com/us/reviews/id21437144,5.3.7,3,Why did you take away the editing icons that used to show up on the top bar of the zoomed window?  Having to move my hand up to the far top of the page to change color and Undo takes too much time when taking notes?,0
5001484607,"After 1.5 yrs of use, I may have to say Goodbye...",californiadreamin' 2010,https://itunes.apple.com/us/reviews/id42774201,5.3.7,2,"Since the update to iPadOS (and to GN 5, generally) this app, my primary note taking and planning app, has been buggy, glitchy and unresponsive to the Apple Pen. Frequent freezes. Please do something SOON! 
Will be happy to revise rating as soon as issues have been resolved.",0
5001330122,Too many glitches,Chella_11,https://itunes.apple.com/us/reviews/id186845937,5.3.7,2,"This app is very frustrating.  I’ll have times when it just closes on me.  Recently I haven’t been able to use my highlighter and my preset colors.  I have a hard time downloading to GoodNotes.  I’ll be missing pages or content.  If this happens I have to close the app and download again.  For awhile this worked but now having to do this step 3-5x a download.  One day everything was having problems. I lassoed a picture to delete.  Deleted....goodnotes deleted my hyper link.  I know it was the fault of goodnotes, I’ve done this step tons of time and never have deleted my hyper links.  Now I have to work around my missing hyper link.  It’s a lot of little things too.  This tool won’t work, have to close out.  It won’t lasso this item, have to close out.  I try to look at the layout of all my pages in a certain folder,  it force closes on me every time for this folder. I have the most recent update and this stuff is still happening.  When it works it’s great, unfortunately this is few and far between now.  The problems continue to get worse, nothing seems to be getting resolved with updates.",1
5001146370,Was the perfect tool but not any more,6542800*&,https://itunes.apple.com/us/reviews/id32265590,5.3.7,1,Have had this app through two major updates of which I had to repurchase the updates and was glad to do until this last update.  Very frustrated with the new app. Importing new .pdf documents works about 20% of the time on the first attempt. Have to close everything and reopen to the book new import is needed and the second attempt is not guaranteed. The last version was flawless can’t say much good about the “update”.,0
4999891443,Pencil Option Please!!!,22L90,https://itunes.apple.com/us/reviews/id85453317,5.3.7,3,"Apple Notes has a pencil option that writes awesome, really would love that feature in GN!!",0
4998974558,Frustrated,kharia.m,https://itunes.apple.com/us/reviews/id1090524036,5.3.7,2,Keeps crashing! Won’t let me write after a couple of taps then it freeze! Love it before but after several updates... ugh... starting to hate it... please do something about it.,0
4998899746,New update crash! Unusable,Lshaqattack,https://itunes.apple.com/us/reviews/id210557348,5.3.7,1,Still Crashes after latests update! Randomly crashes after a few seconds. Ipad pro 10.5” you can write for about 15 seconds then the page shuts down..  now I need to move all my work to Notability. Don't waist your money on this app until they fix it! This review will stay up until it is fixed. Problem started in September 2019. I have recently updated to IOS 13 and am still having crashing problems.  Help!,0
